"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Belarus","BLR","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0851784332337931","0.796261439168247","1.30493016061031","1.07795932636351","1.36144981471973","1.33158019284297","2.22000137935064","3.07214313166818","2.74742490477453","2.59786118648138","2.39479278190715","1.6621421240091","2.31454778486603","2.04234148868013","2.45141671072006","2.33119957395961","3.3793230275455","3.13888307239769","5.32606223822845","7.83427123595855","6.39445878779708","7.00725986070947","9.20463103613062","13.6728227751776","8.37036365094749","10.0019220469605","7.21493266407282","7.2894731004125","6.47231412888914","9.63403611706352","11.3121897921174","6.93828991229448","",
"Belize","BLZ","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","0.0209302744186047","0.0267770580379015","0.0634689506370297","0.651957302914711","0.468928598143101","0.418816445137963","0.402175615868845","0.362980187416332","0.339958532818533","0.545321365187713","1.42660735956156","1.51640254973923","2.6426015596142","3.22030255211377","3.06356989209269","6.32990980533526","5.20545807402555","4.32462210958904","4.0293733654425","3.60023633153303","3.39409056643512","2.78903632513233","2.37286332232727","2.46621350552058","3.32788461976566","4.59904566342296","4.88910421187779","4.67157950579031","5.12467716536926","4.89174376959402","7.11346877508088","8.77517554933361","16.0357511860663","12.5688823225159","25.6581325752147","16.8488023598395","9.43528604717009","42.0130429801783","9.36917039399976","7.85721334899702","7.89457442169045","7.57083881988806","8.61020352347818","7.0678484196844","4.60355965171513","4.66778254546174","4.80910154377794","4.87872464748932","5.34195189258062","4.69838688018672","4.00347802540268","26.305469275065","2.83384863768728","3.88963411107687","4.1478798924013","",
"Bermuda","BMU","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","5.3167586071192","5.50741810979474","10.3563296710914","7.02773354826029","8.67512734274483","6.69017579507453","10.5862865186871","9.21237646635911","9.41350896613998","7.41152911678571","7.01991371786996","5.62152002240334","8.73502789604729","6.69542840187143","8.4847612715726","6.60222931119187","5.40812299166592","6.21038527924327","6.11093746174916","5.81002057989222","5.82648081993706","6.23100866919744","5.26800153707607","5.24688860819321","7.84907857400946","6.94323914652503","6.27200382871713","5.59406828563265","6.2178831039062","5.8069374505798","4.02139261717224","5.88230850779517","5.8914825612307","3.50874303800397","3.49525632630803","1.94384479720896","2.55612445084872","1.91285289169966","3.14357921445429","3.11766603502213","2.32780940099488","2.18486647003384","2.12362449743027","2.23862401056256","2.80603447853014","3.48847285398398","4.84001623366716","3.34077679809089","3.41495655118432","",
"Brazil","BRA","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","1.83859037162669","1.80522954736398","2.07238082889231","2.45317141205038","3.28239153526985","3.57014784782046","2.87522607545275","3.3390518741113","4.31607670057489","5.19012441804864","6.51636131082642","7.09598171314488","7.21193262361398","6.98209067150048","6.98568090391989","5.46344086094778","4.55992994374168","4.24924194429208","5.34056408251689","3.25912123960444","2.19462111438609","2.5073379252994","2.70449223379015","3.14388906614659","3.16710973896033","2.85196120889318","3.01292985682546","4.44540928957504","6.07967369567091","11.7331895444056","9.2034609427643","9.24142917170136","10.563703096275","10.7953183605738","8.27758263384173","7.26513000844037","5.76401895285662","4.02277785284873","3.41801392008931","2.73151286426366","2.14338656793153","2.31745073021794","1.89456854712934","3.36336917403423","2.58269951458627","5.08089116660866","6.68499817480083","4.71293436259847","5.12584357918023","8.32868430672998","8.99880318102877","10.0050775857696","6.63456878659428","10.6189585170356","5.40092552746669","",
"Barbados","BRB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","0.00218438803853888","0.00308379598661931","0.00575107187986399","0.0259779705421284","0.0221795188965912","0.0987100923908055","0.243825559278586","0.533254724506813","2.58968053002966","1.93563490225338","3.31154622604551","2.78056132098826","3.52864461120836","3.15316985113024","3.87069708568379","2.58046963271258","2.24524815358296","2.98730637062172","2.24186240075873","1.5289236663881","1.30516140565649","1.19930305264792","1.15010577238362","1.69397624544804","0.836484020303111","1.13527350863333","2.59429334952122","6.35547016511414","5.89616274118336","5.39767743275531","4.58309030039099","7.62274247631717","4.45105017494709","4.57512873876394","6.62313890348172","5.3907373018358","3.74132510525239","3.9672124134164","2.71585098168328","3.08291866301258","5.05084210570897","4.80762922393824","4.95728432277532","5.11324327204698","",
"Botswana","BWA","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","0.628290431134171","0.722934293529058","0.995707766754056","1.00553752586664","1.06016759656175","1.98888766239528","1.15230606230309","1.30232692201341","1.38683084838965","1.13139480309585","1.39436681625262","0.877604323511861","1.38885010287885","2.21893627437904","2.89101448588963","4.66969135801539","3.54775262021335","4.21686990140734","3.09356771929063","2.57796756893265","2.85725263528968","2.20575137756351","2.26992905646753","2.00494756837445","2.27750345978861","1.94537040225565","3.2892432562432","2.11631836762466","1.55314645289714","1.41762818232751","1.26371234130193","0.970196784631711","1.27999545425545","0.741302625883998","0.607625384544244","0.589398384861802","0.601650532720754","0.462922682505208","0.683370244012811","0.465665953581002","0.654872606497449","0.528797185722887","0.432716630418326","1.4187746971075","0.436477210146679","1.89049737460177","1.21241868527667","1.18817086130932","1.18799997253396","1.24110482919516","1.223269916732","0.869297722161591","0.931270935286934","1.30904886356493","1.45130093441926","",
"Central African Republic","CAF","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","1.67204123074104","1.17268694606498","0.796816461318744","1.80272467622072","1.73935884290637","1.55344551236484","0.959393928437121","0.854324869476199","0.857878089356649","0.539901846311461","1.24941716752874","1.546681585107","1.16587295239921","3.21499527756694","3.93588626979784","3.05928331090502","2.55971814841695","2.38431800408283","2.18298764478463","2.77900791837296","2.0530411794851","1.10986586428734","1.10970628794911","0.733428132038905","2.78818482058542","1.43287691334405","1.30896210623096","1.69125992379374","3.50488853850435","1.92174578447752","1.61965963222638","1.46415170883007","0.584082758478072","0.0709565125518107","0.810479302735286","0.518084416901564","4.91899736707384","5.31911868986109","1.32685864818345","1.46772779607498","0.10753640023537","0.0614783113671629","0.183961503019233","0.376118954133839","0.629438951269894","1.02324553196298","1.36665790616347","1.62372557762893","1.12563650358026","1.32690403992435","0.667668679749363","0.707504538341288","0.792568189339515","1.44523876302135","1.93710140673052","",
